Reference_Data_ID;Product_ID;Pricing_Parameter_Value;Product_Description;Pricing_Parameter_Type_ID;Pricing_Parameter_Type_Name;Pricing_Parameter_ID;Pricing_Parameter_Name;Reference_Data_Type;Reference_Data_Name;Valid_From;Valid_To
696;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Andrews Air Force Base;2018-01-01;9999-12-31
696;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Andrews Air Force Base;2018-01-01;9999-12-31
697;1;1;Temperature only;4;Airport;4;Low risk;Airport;Fort Worth Alliance Airport;2018-01-01;9999-12-31
697;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Fort Worth Alliance Airport;2018-01-01;9999-12-31
698;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Augusta Regional At Bush Field;2018-01-01;9999-12-31
698;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Augusta Regional At Bush Field;2018-01-01;9999-12-31
699;1;1;Temperature only;4;Airport;4;Low risk;Airport;Rick Husband Amarillo International Airport;2018-01-01;9999-12-31
699;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Rick Husband Amarillo International Airport;2018-01-01;9999-12-31
700;1;1;Temperature only;4;Airport;4;Low risk;Airport;Hartsfield Jackson Atlanta International Airport;2018-01-01;9999-12-31
700;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Hartsfield Jackson Atlanta International Airport;2018-01-01;9999-12-31
701;1;1;Temperature only;4;Airport;4;Low risk;Airport;Austin Bergstrom International Airport;2018-01-01;9999-12-31
701;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Austin Bergstrom International Airport;2018-01-01;9999-12-31
702;1;1;Temperature only;4;Airport;4;Low risk;Airport;Asheville Regional Airport;2018-01-01;9999-12-31
702;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Asheville Regional Airport;2018-01-01;9999-12-31
703;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Beale Air Force Base;2018-01-01;9999-12-31
703;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Beale Air Force Base;2018-01-01;9999-12-31
704;1;2;Temperature only;4;Airport;22;High risk;Airport;Barksdale Air Force Base;2018-01-01;9999-12-31
704;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Barksdale Air Force Base;2018-01-01;9999-12-31
705;1;1;Temperature only;4;Airport;4;Low risk;Airport;Bradley International Airport;2018-01-01;9999-12-31
705;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Bradley International Airport;2018-01-01;9999-12-31
706;1;2;Temperature only;4;Airport;22;High risk;Airport;Boeing Field King County International Airport;2018-01-01;9999-12-31
706;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Boeing Field King County International Airport;2018-01-01;9999-12-31
707;1;1;Temperature only;4;Airport;4;Low risk;Airport;Bangor International Airport;2018-01-01;9999-12-31
707;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Bangor International Airport;2018-01-01;9999-12-31
708;1;1;Temperature only;4;Airport;4;Low risk;Airport;Birmingham-Shuttlesworth International Airport;2018-01-01;9999-12-31
708;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Birmingham-Shuttlesworth International Airport;2018-01-01;9999-12-31
709;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Billings Logan International Airport;2018-01-01;9999-12-31
709;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Billings Logan International Airport;2018-01-01;9999-12-31
710;1;1;Temperature only;4;Airport;4;Low risk;Airport;Scott AFB/Midamerica Airport;2018-01-01;9999-12-31
710;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Scott AFB/Midamerica Airport;2018-01-01;9999-12-31
711;1;1;Temperature only;4;Airport;4;Low risk;Airport;Central Illinois Regional Airport at Bloomington-Normal;2018-01-01;9999-12-31
711;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Central Illinois Regional Airport at Bloomington-Normal;2018-01-01;9999-12-31
712;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Nashville International Airport;2018-01-01;9999-12-31
712;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Nashville International Airport;2018-01-01;9999-12-31
713;1;2;Temperature only;4;Airport;22;High risk;Airport;Boise Air Terminal/Gowen field;2018-01-01;9999-12-31
713;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Boise Air Terminal/Gowen field;2018-01-01;9999-12-31
714;1;1;Temperature only;4;Airport;4;Low risk;Airport;General Edward Lawrence Logan International Airport;2018-01-01;9999-12-31
714;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;General Edward Lawrence Logan International Airport;2018-01-01;9999-12-31
715;1;1;Temperature only;4;Airport;4;Low risk;Airport;Baton Rouge Metropolitan;2018-01-01;9999-12-31
715;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Baton Rouge Metropolitan;2018-01-01;9999-12-31
716;1;1;Temperature only;4;Airport;4;Low risk;Airport;Buffalo Niagara International Airport;2018-01-01;9999-12-31
716;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Buffalo Niagara International Airport;2018-01-01;9999-12-31
717;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Baltimore/Washington International Thurgood Marshall Airport;2018-01-01;9999-12-31
717;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Baltimore/Washington International Thurgood Marshall Airport;2018-01-01;9999-12-31
718;1;1;Temperature only;4;Airport;4;Low risk;Airport;Columbia Metropolitan Airport;2018-01-01;9999-12-31
718;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Columbia Metropolitan Airport;2018-01-01;9999-12-31
719;1;1;Temperature only;4;Airport;4;Low risk;Airport;Columbus Air Force Base;2018-01-01;9999-12-31
719;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Columbus Air Force Base;2018-01-01;9999-12-31
720;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Lovell Field;2018-01-01;9999-12-31
720;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Lovell Field;2018-01-01;9999-12-31
721;1;2;Temperature only;4;Airport;22;High risk;Airport;Charleston Air Force Base-International Airport;2018-01-01;9999-12-31
721;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Charleston Air Force Base-International Airport;2018-01-01;9999-12-31
722;1;1;Temperature only;4;Airport;4;Low risk;Airport;The Eastern Iowa Airport;2018-01-01;9999-12-31
722;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;The Eastern Iowa Airport;2018-01-01;9999-12-31
723;1;1;Temperature only;4;Airport;4;Low risk;Airport;Cleveland Hopkins International Airport;2018-01-01;9999-12-31
723;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Cleveland Hopkins International Airport;2018-01-01;9999-12-31
724;1;1;Temperature only;4;Airport;4;Low risk;Airport;Charlotte Douglas International Airport;2018-01-01;9999-12-31
724;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Charlotte Douglas International Airport;2018-01-01;9999-12-31
725;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Port Columbus International Airport;2018-01-01;9999-12-31
725;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Port Columbus International Airport;2018-01-01;9999-12-31
726;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;City of Colorado Springs Municipal Airport;2018-01-01;9999-12-31
726;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;City of Colorado Springs Municipal Airport;2018-01-01;9999-12-31
727;1;1;Temperature only;4;Airport;4;Low risk;Airport;Casper-Natrona County International Airport;2018-01-01;9999-12-31
727;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Casper-Natrona County International Airport;2018-01-01;9999-12-31
728;1;1;Temperature only;4;Airport;4;Low risk;Airport;Corpus Christi International Airport;2018-01-01;9999-12-31
728;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Corpus Christi International Airport;2018-01-01;9999-12-31
729;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Yeager Airport;2018-01-01;9999-12-31
729;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Yeager Airport;2018-01-01;9999-12-31
730;1;2;Temperature only;4;Airport;22;High risk;Airport;Cincinnati Northern Kentucky International Airport;2018-01-01;9999-12-31
730;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Cincinnati Northern Kentucky International Airport;2018-01-01;9999-12-31
731;1;2;Temperature only;4;Airport;22;High risk;Airport;Cannon Air Force Base;2018-01-01;9999-12-31
731;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Cannon Air Force Base;2018-01-01;9999-12-31
732;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Daytona Beach International Airport;2018-01-01;9999-12-31
732;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Daytona Beach International Airport;2018-01-01;9999-12-31
733;1;1;Temperature only;4;Airport;4;Low risk;Airport;Dallas Love Field;2018-01-01;9999-12-31
733;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Dallas Love Field;2018-01-01;9999-12-31
734;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;James M Cox Dayton International Airport;2018-01-01;9999-12-31
734;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;James M Cox Dayton International Airport;2018-01-01;9999-12-31
735;1;1;Temperature only;4;Airport;4;Low risk;Airport;Dubuque Regional Airport;2018-01-01;9999-12-31
735;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Dubuque Regional Airport;2018-01-01;9999-12-31
736;1;1;Temperature only;4;Airport;4;Low risk;Airport;Ronald Reagan Washington National Airport;2018-01-01;9999-12-31
736;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Ronald Reagan Washington National Airport;2018-01-01;9999-12-31
737;1;1;Temperature only;4;Airport;4;Low risk;Airport;Denver International Airport;2018-01-01;9999-12-31
737;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Denver International Airport;2018-01-01;9999-12-31
738;1;1;Temperature only;4;Airport;4;Low risk;Airport;Dallas Fort Worth International Airport;2018-01-01;9999-12-31
738;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Dallas Fort Worth International Airport;2018-01-01;9999-12-31
739;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Laughlin Air Force Base;2018-01-01;9999-12-31
739;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Laughlin Air Force Base;2018-01-01;9999-12-31
740;1;2;Temperature only;4;Airport;22;High risk;Airport;Duluth International Airport;2018-01-01;9999-12-31
740;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Duluth International Airport;2018-01-01;9999-12-31
741;1;1;Temperature only;4;Airport;4;Low risk;Airport;Dover Air Force Base;2018-01-01;9999-12-31
741;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Dover Air Force Base;2018-01-01;9999-12-31
742;1;2;Temperature only;4;Airport;22;High risk;Airport;Des Moines International Airport;2018-01-01;9999-12-31
742;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Des Moines International Airport;2018-01-01;9999-12-31
743;1;1;Temperature only;4;Airport;4;Low risk;Airport;Detroit Metropolitan Wayne County Airport;2018-01-01;9999-12-31
743;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Detroit Metropolitan Wayne County Airport;2018-01-01;9999-12-31
744;1;1;Temperature only;4;Airport;4;Low risk;Airport;Dyess Air Force Base;2018-01-01;9999-12-31
744;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Dyess Air Force Base;2018-01-01;9999-12-31
745;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Edwards Air Force Base;2018-01-01;9999-12-31
745;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Edwards Air Force Base;2018-01-01;9999-12-31
746;1;1;Temperature only;4;Airport;4;Low risk;Airport;Vance Air Force Base;2018-01-01;9999-12-31
746;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Vance Air Force Base;2018-01-01;9999-12-31
747;1;1;Temperature only;4;Airport;4;Low risk;Airport;Erie International Tom Ridge Field;2018-01-01;9999-12-31
747;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Erie International Tom Ridge Field;2018-01-01;9999-12-31
748;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Newark Liberty International Airport;2018-01-01;9999-12-31
748;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Newark Liberty International Airport;2018-01-01;9999-12-31
749;1;2;Temperature only;4;Airport;22;High risk;Airport;Wright-Patterson Air Force Base;2018-01-01;9999-12-31
749;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Wright-Patterson Air Force Base;2018-01-01;9999-12-31
750;1;1;Temperature only;4;Airport;4;Low risk;Airport;Fort Lauderdale Hollywood International Airport;2018-01-01;9999-12-31
750;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Fort Lauderdale Hollywood International Airport;2018-01-01;9999-12-31
751;1;1;Temperature only;4;Airport;4;Low risk;Airport;Fort Smith Regional Airport;2018-01-01;9999-12-31
751;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Fort Smith Regional Airport;2018-01-01;9999-12-31
752;1;1;Temperature only;4;Airport;4;Low risk;Airport;Fort Worth Meacham International Airport;2018-01-01;9999-12-31
752;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Fort Worth Meacham International Airport;2018-01-01;9999-12-31
753;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Fort Wayne International Airport;2018-01-01;9999-12-31
753;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Fort Wayne International Airport;2018-01-01;9999-12-31
754;1;1;Temperature only;4;Airport;4;Low risk;Airport;Spokane International Airport;2018-01-01;9999-12-31
754;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Spokane International Airport;2018-01-01;9999-12-31
755;1;1;Temperature only;4;Airport;4;Low risk;Airport;Gulfport Biloxi International Airport;2018-01-01;9999-12-31
755;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Gulfport Biloxi International Airport;2018-01-01;9999-12-31
756;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Austin Straubel International Airport;2018-01-01;9999-12-31
756;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Austin Straubel International Airport;2018-01-01;9999-12-31
757;1;2;Temperature only;4;Airport;22;High risk;Airport;Seymour Johnson Air Force Base;2018-01-01;9999-12-31
757;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Seymour Johnson Air Force Base;2018-01-01;9999-12-31
758;1;1;Temperature only;4;Airport;4;Low risk;Airport;Piedmont Triad International Airport;2018-01-01;9999-12-31
758;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Piedmont Triad International Airport;2018-01-01;9999-12-31
759;1;1;Temperature only;4;Airport;4;Low risk;Airport;Greenville Spartanburg International Airport;2018-01-01;9999-12-31
759;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Greenville Spartanburg International Airport;2018-01-01;9999-12-31
760;1;1;Temperature only;4;Airport;4;Low risk;Airport;Grissom Air Reserve Base;2018-01-01;9999-12-31
760;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Grissom Air Reserve Base;2018-01-01;9999-12-31
761;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Range Regional Airport;2018-01-01;9999-12-31
761;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Range Regional Airport;2018-01-01;9999-12-31
762;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Holloman Air Force Base;2018-01-01;9999-12-31
762;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Holloman Air Force Base;2018-01-01;9999-12-31
763;1;1;Temperature only;4;Airport;4;Low risk;Airport;William P Hobby Airport;2018-01-01;9999-12-31
763;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;William P Hobby Airport;2018-01-01;9999-12-31
764;1;1;Temperature only;4;Airport;4;Low risk;Airport;Huntsville International Carl T Jones Field;2018-01-01;9999-12-31
764;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Huntsville International Carl T Jones Field;2018-01-01;9999-12-31
765;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Tri-State/Milton J. Ferguson Field;2018-01-01;9999-12-31
765;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Tri-State/Milton J. Ferguson Field;2018-01-01;9999-12-31
766;1;2;Temperature only;4;Airport;22;High risk;Airport;Washington Dulles International Airport;2018-01-01;9999-12-31
766;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Washington Dulles International Airport;2018-01-01;9999-12-31
767;1;2;Temperature only;4;Airport;22;High risk;Airport;George Bush Intercontinental Houston Airport;2018-01-01;9999-12-31
767;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;George Bush Intercontinental Houston Airport;2018-01-01;9999-12-31
768;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Wichita Mid Continent Airport;2018-01-01;9999-12-31
768;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Wichita Mid Continent Airport;2018-01-01;9999-12-31
769;1;1;Temperature only;4;Airport;4;Low risk;Airport;Indianapolis International Airport;2018-01-01;9999-12-31
769;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Indianapolis International Airport;2018-01-01;9999-12-31
770;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Jackson-Medgar Wiley Evers International Airport;2018-01-01;9999-12-31
770;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Jackson-Medgar Wiley Evers International Airport;2018-01-01;9999-12-31
771;1;1;Temperature only;4;Airport;4;Low risk;Airport;Jacksonville International Airport;2018-01-01;9999-12-31
771;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Jacksonville International Airport;2018-01-01;9999-12-31
772;1;1;Temperature only;4;Airport;4;Low risk;Airport;John F Kennedy International Airport;2018-01-01;9999-12-31
772;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;John F Kennedy International Airport;2018-01-01;9999-12-31
773;1;1;Temperature only;4;Airport;4;Low risk;Airport;Joplin Regional Airport;2018-01-01;9999-12-31
773;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Joplin Regional Airport;2018-01-01;9999-12-31
774;1;1;Temperature only;4;Airport;4;Low risk;Airport;McCarran International Airport;2018-01-01;9999-12-31
774;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;McCarran International Airport;2018-01-01;9999-12-31
775;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Los Angeles International Airport;2018-01-01;9999-12-31
775;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Los Angeles International Airport;2018-01-01;9999-12-31
776;1;2;Temperature only;4;Airport;22;High risk;Airport;Lubbock Preston Smith International Airport;2018-01-01;9999-12-31
776;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Lubbock Preston Smith International Airport;2018-01-01;9999-12-31
777;1;1;Temperature only;4;Airport;4;Low risk;Airport;Rickenbacker International Airport;2018-01-01;9999-12-31
777;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Rickenbacker International Airport;2018-01-01;9999-12-31
